"t_utc","duration_ms","status_code","success","response_bytes","input_tokens","output_tokens","total_tokens","retries","retry_wait_ms","error"
"2026-07-22T16:10:51.6313775Z","5092,2358","200","True","808",,,,"0","0",""
"2026-07-22T16:10:58.1805912Z","4760,5939","200","True","833",,,,"0","0",""
"2026-07-22T16:11:04.8346204Z","4692,9519","200","True","833",,,,"0","0",""
"2026-07-22T16:11:11.5058115Z","4506,1226","200","True","833",,,,"0","0",""
"2026-07-22T16:11:18.1651506Z","4594,2278","200","True","833",,,,"0","0",""
"2026-07-22T16:11:24.8443519Z","4575,3023","200","True","833",,,,"0","0",""
"2026-07-22T16:11:31.5021373Z","5714,1367","200","True","833",,,,"0","0",""
"2026-07-22T16:11:38.1655765Z","4707,5163","200","True","833",,,,"0","0",""
"2026-07-22T16:11:44.8334054Z","4578,7987","200","True","808",,,,"0","0",""
"2026-07-22T16:11:51.5056857Z","4353,0509","200","True","833",,,,"0","0",""
