"t_utc","duration_ms","status_code","success","response_bytes","input_tokens","output_tokens","total_tokens","retries","retry_wait_ms","error"
"2026-07-18T12:48:24.6474788Z","3458,6917","200","True","882",,,,"0","0",""
"2026-07-18T12:48:39.8470485Z","3232,8651","200","True","882",,,,"0","0",""
"2026-07-18T12:48:53.9985272Z","3503,1211","200","True","882",,,,"0","0",""
"2026-07-18T12:49:08.8216587Z","3171,3109","200","True","882",,,,"0","0",""
"2026-07-18T12:49:24.0392845Z","3111,803","200","True","882",,,,"0","0",""
"2026-07-18T12:49:38.6748447Z","3250,1782","200","True","882",,,,"0","0",""
"2026-07-18T12:49:52.9858452Z","3602,0756","200","True","882",,,,"0","0",""
"2026-07-18T12:50:07.5734724Z","3135,0294","200","True","882",,,,"0","0",""
"2026-07-18T12:50:22.1310647Z","3449,2155","200","True","882",,,,"0","0",""
"2026-07-18T12:50:36.8688903Z","3438,1565","200","True","882",,,,"0","0",""
