"t_utc","duration_ms","status_code","success","response_bytes","input_tokens","output_tokens","total_tokens","retries","retry_wait_ms","error"
"2026-07-22T16:28:16.8052257Z","4769,2572","200","True","833",,,,"0","0",""
"2026-07-22T16:28:23.3901898Z","4773,8528","200","True","833",,,,"0","0",""
"2026-07-22T16:28:30.0598604Z","4574,2509","200","True","833",,,,"0","0",""
"2026-07-22T16:28:36.7249559Z","4476,8186","200","True","833",,,,"0","0",""
"2026-07-22T16:28:43.3881739Z","4898,1558","200","True","833",,,,"0","0",""
"2026-07-22T16:28:50.0633523Z","4853,1574","200","True","833",,,,"0","0",""
"2026-07-22T16:28:56.7359676Z","4827,3149","200","True","833",,,,"0","0",""
"2026-07-22T16:29:03.3894864Z","4830,3933","200","True","833",,,,"0","0",""
"2026-07-22T16:29:10.0669693Z","5386,907","200","True","833",,,,"0","0",""
"2026-07-22T16:29:16.7204193Z","4845,6508","200","True","833",,,,"0","0",""
"2026-07-22T16:29:23.3847034Z","4648,8097","200","True","833",,,,"0","0",""
"2026-07-22T16:29:30.0630201Z","5854,3549","200","True","833",,,,"0","0",""
"2026-07-22T16:29:36.7160668Z","4828,1593","200","True","833",,,,"0","0",""
"2026-07-22T16:29:43.3927766Z","4578,8817","200","True","833",,,,"0","0",""
"2026-07-22T16:29:50.0528123Z","4799,7863","200","True","833",,,,"0","0",""
"2026-07-22T16:29:56.7390194Z","4407,5425","200","True","833",,,,"0","0",""
"2026-07-22T16:30:03.3866763Z","4613,3008","200","True","833",,,,"0","0",""
"2026-07-22T16:30:10.0534886Z","4678,8534","200","True","833",,,,"0","0",""
"2026-07-22T16:30:16.7281235Z","4712,9551","200","True","833",,,,"0","0",""
"2026-07-22T16:30:23.3833900Z","4745,4717","200","True","833",,,,"0","0",""
"2026-07-22T16:30:30.0591930Z","4445,3818","200","True","833",,,,"0","0",""
"2026-07-22T16:30:36.7228549Z","4528,2566","200","True","833",,,,"0","0",""
"2026-07-22T16:30:43.3909308Z","4610,5693","200","True","833",,,,"0","0",""
"2026-07-22T16:30:50.0534713Z","4671,1775","200","True","833",,,,"0","0",""
"2026-07-22T16:30:56.7348860Z","4459,1019","200","True","808",,,,"0","0",""
"2026-07-22T16:31:03.3921181Z","5024,3634","200","True","833",,,,"0","0",""
